0.55,0.193043107
1.6,1.027431493
1.8,1.836427629
2.5,1.6944375
2.95,2.534634846
3.05,2.426596002
3.55,3.516960698
3.65,3.424908454
3.65,3.424908454
3.95,3.635277501
4.85,5.271648856
4.95,6.161417724
5.75,6.415025304
5.85,6.683443907
5.9,6.194094119
6.25,6.6505567
6.5,6.807475979
6.8,8.239531025
6.95,7.749440397
7.3,8.854895305
8.1,10.0598264
8.7,10.23037882
9.1,10.32029707
9.15,10.5415155
9.25,9.833921177
9.35,9.262580381
9.45,9.594102905
9.55,10.65639977
9.85,9.740119885
9.85,9.740119885
